Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.491,874.91,99.993,-1.295,100.136,1.295,37.657,-0.003,37.657,-0.004,5.34,0.013,28.61,-80.6,0.998,0.325,-4.398e-8,-0.009,-3.205e-5,615.419,47.7,1.991,0.024,33.279,26.546,2.244,0.09,2.321e6,0,1.786,0.697,0.697,0.301,0.275,0.121,0.052,0.12,-1.789e-4,0,0,0,0,-0.001,3.986e-4,3,7.069,83.352,0.009,5.737,55.88,981.974,1113.315,0.05,0.144
4.541,879.858,97.92,-1.282,98.064,1.282,37.924,-0.003,37.924,-0.004,5.315,0.021,28.61,-80.6,0.998,0.195,-4.485e-8,-0.007,-1.169e-5,615.419,47.7,1.991,0.024,33.322,26.546,2.259,0.089,2.274e6,0,1.714,0.697,0.697,0.301,0.275,0.121,0.031,0.072,2.975e-4,0,0,0,0,-8.429e-4,3.904e-4,3,7.069,83.215,0.003,5.997,55.862,981.797,1113.296,0.05,0.144
4.591,884.702,95.868,-1.269,96.013,1.269,38.188,-0.003,38.188,-0.004,5.272,0.032,28.61,-80.6,0.998,0.016,-4.759e-8,-0.006,3.911e-4,615.419,47.7,1.991,0.024,33.381,26.546,2.279,0.087,2.228e6,0,1.644,0.697,0.697,0.301,0.275,0.121,0.003,0.006,-3.211e-4,0,0,0,0,-7.283e-4,3.822e-4,3,7.069,83.101,-0.001,6.304,55.845,981.624,1113.277,0.05,0.145
4.641,889.445,93.836,-1.258,93.981,1.258,38.451,-0.003,38.451,-0.004,5.221,0.029,28.61,-80.6,0.998,0.051,-3.948e-8,-0.006,1.475e-4,615.419,47.7,1.991,0.024,33.369,26.546,2.275,0.085,2.18e6,0,1.575,0.697,0.697,0.301,0.275,0.121,0.008,0.02,7.913e-5,0,0,0,0,-7.408e-4,3.742e-4,3,7.069,82.992,-0.004,6.228,55.828,981.454,1113.258,0.05,0.146
4.691,894.086,91.821,-1.248,91.967,1.248,38.711,-0.002,38.711,-0.004,5.181,0.02,28.61,-80.6,0.998,0.193,-3.773e-8,-0.005,3.445e-5,615.419,47.7,1.991,0.024,33.322,26.546,2.259,0.083,2.133e6,0,1.508,0.697,0.697,0.301,0.275,0.121,0.031,0.07,-2.226e-4,0,0,0,0,-5.993e-4,3.661e-4,3,7.069,82.89,-0.006,5.957,55.812,981.288,1113.24,0.05,0.146
4.741,898.627,89.822,-1.236,89.97,1.237,38.969,-0.002,38.969,-0.004,5.146,0.026,28.61,-80.6,0.998,0.088,-4.109e-8,-0.004,7.69e-5,615.419,47.7,1.991,0.024,33.357,26.546,2.27,0.081,2.087e6,0,1.444,0.697,0.697,0.301,0.275,0.121,0.014,0.033,2.595e-4,0,0,0,0,-4.215e-4,3.582e-4,3,7.069,82.804,-0.006,6.054,55.795,981.126,1113.222,0.05,0.147
4.791,903.069,87.844,-1.223,87.991,1.224,39.225,-0.002,39.225,-0.003,5.087,0.049,28.61,-80.6,0.998,0.375,-3.967e-8,0.005,1.32e-5,615.419,47.7,1.991,0.024,33.261,26.546,2.239,0.08,2.044e6,0,1.384,0.697,0.697,0.301,0.275,0.121,0.061,0.134,1.056e-4,0,0,0,0,5.762e-4,3.503e-4,3,7.069,82.723,-0.006,6.718,55.78,980.967,1113.204,0.05,0.148
4.841,907.412,85.884,-1.214,86.03,1.215,39.477,-0.002,39.477,-0.003,5.01,0.042,28.61,-80.6,0.998,0.262,-4.328e-8,0.007,2.005e-5,615.419,47.7,1.991,0.024,33.298,26.546,2.251,0.078,1.998e6,0,1.323,0.697,0.697,0.301,0.275,0.121,0.042,0.094,-4.112e-4,0,0,0,0,0.001,3.425e-4,3,7.069,82.615,-0.004,6.522,55.764,980.812,1113.187,0.05,0.148
4.891,911.657,83.938,-1.205,84.084,1.205,39.726,-0.002,39.726,-0.003,4.946,0.039,28.61,-80.6,0.998,0.239,-4.449e-8,0.008,7.411e-6,615.419,47.7,1.991,0.024,33.306,26.546,2.253,0.076,1.953e6,0,1.264,0.697,0.697,0.301,0.275,0.121,0.038,0.085,9.637e-5,0,0,0,0,0.002,3.348e-4,3,7.069,82.481,-0.002,6.487,55.749,980.66,1113.17,0.05,0.149
4.941,915.806,82.007,-1.196,82.153,1.197,39.972,-0.002,39.972,-0.003,4.892,0.027,28.61,-80.6,0.998,0.005,-4.662e-8,-0.009,9.44e-4,615.419,47.7,1.991,0.024,33.384,26.546,2.28,0.074,1.907e6,0,1.205,0.697,0.697,0.301,0.275,0.121,7.5e-4,0.004,-2.613e-4,0,0,0,0,-0.002,3.271e-4,3,7.069,82.33,0.001,6.143,55.734,980.512,1113.154,0.05,0.151
4.991,919.858,80.089,-1.187,80.236,1.188,40.216,-0.002,40.216,-0.003,4.852,0.025,28.61,-80.6,0.998,0.029,-4.781e-8,-0.008,3.005e-5,615.419,47.7,1.991,0.024,33.376,26.546,2.277,0.073,1.863e6,0,1.15,0.697,0.697,0.301,0.275,0.121,0.005,0.013,-2.421e-4,0,0,0,0,-0.002,3.195e-4,3,7.069,82.177,0.005,6.108,55.72,980.367,1113.138,0.05,0.152
5.041,923.815,78.186,-1.179,78.334,1.179,40.457,-0.002,40.457,-0.003,4.814,0.022,28.61,-80.6,0.998,0.093,-3.035e-8,-0.008,-2.672e-5,615.419,47.7,1.991,0.024,33.354,26.546,2.27,0.071,1.819e6,0,1.096,0.697,0.697,0.301,0.274,0.121,0.015,0.035,-4.001e-4,0,0,0,0,-0.002,3.119e-4,3,7.069,82.028,0.009,6.007,55.706,980.226,1113.123,0.05,0.153
5.091,927.677,76.297,-1.169,76.446,1.17,40.697,-0.002,40.697,-0.003,4.775,0.028,28.61,-80.6,0.998,0.094,-4.037e-8,0.008,-1.164e-4,615.419,47.7,1.991,0.024,33.354,26.546,2.269,0.069,1.776e6,0,1.046,0.697,0.697,0.301,0.274,0.121,0.015,0.032,-2.366e-4,0,0,0,0,0.002,3.044e-4,3,7.069,81.883,0.013,6.235,55.692,980.087,1113.107,0.05,0.153
5.141,931.445,74.424,-1.16,74.573,1.16,40.935,-0.002,40.935,-0.003,4.719,0.042,28.61,-80.6,0.998,0.468,-4.383e-8,0.009,-4.824e-5,615.419,47.7,1.991,0.024,33.23,26.546,2.228,0.068,1.735e6,0,0.998,0.696,0.697,0.301,0.274,0.121,0.076,0.167,-2.118e-4,0,0,0,0,0.003,2.969e-4,3,7.069,81.731,0.016,6.722,55.678,979.953,1113.093,0.05,0.154
5.191,935.12,72.565,-1.151,72.714,1.152,41.169,-0.002,41.169,-0.003,4.648,0.044,28.61,-80.6,0.998,0.571,-3.736e-8,0.011,-4.259e-5,615.419,47.7,1.991,0.024,33.196,26.546,2.217,0.066,1.693e6,0,0.95,0.696,0.697,0.301,0.274,0.121,0.093,0.202,-2.621e-6,0,0,0,0,0.004,2.895e-4,3,7.069,81.551,0.017,6.873,55.665,979.821,1113.078,0.05,0.155
5.241,938.702,70.721,-1.142,70.868,1.143,41.399,-0.002,41.399,-0.003,4.569,0.055,28.61,-80.6,0.998,0.923,-4.711e-8,0.013,-3.371e-5,615.419,47.7,1.991,0.024,33.084,26.546,2.179,0.064,1.652e6,0,0.907,0.696,0.698,0.301,0.274,0.121,0.152,0.325,-1.44e-4,0,0,0,0,0.006,2.822e-4,3,7.069,81.332,0.018,7.382,55.652,979.693,1113.064,0.05,0.156
5.291,942.192,68.888,-1.136,69.035,1.137,41.626,-0.002,41.626,-0.002,4.491,0.038,28.61,-80.6,0.998,0.49,-4.122e-8,0.016,-5.904e-5,615.419,47.7,1.991,0.024,33.222,26.546,2.226,0.063,1.609e6,0,0.858,0.696,0.697,0.301,0.274,0.121,0.079,0.167,5.882e-5,0,0,0,0,0.01,2.749e-4,3,7.069,81.065,0.018,6.944,55.64,979.569,1113.05,0.05,0.156
5.341,945.591,67.065,-1.13,67.212,1.13,41.849,-0.002,41.849,-0.002,4.437,0.031,28.61,-80.6,0.998,0.292,-4.773e-8,0.017,-9.32e-5,615.419,47.7,1.991,0.024,33.287,26.546,2.247,0.061,1.566e6,0,0.813,0.696,0.696,0.301,0.274,0.12,0.047,0.094,-2.877e-4,0,0,0,0,0.011,2.676e-4,3,7.069,80.767,0.018,6.813,55.628,979.447,1113.037,0.05,0.157
5.391,948.899,65.251,-1.126,65.399,1.126,42.07,-0.002,42.07,-0.002,4.402,0.011,28.61,-80.6,0.998,0.356,-3.101e-8,-0.017,-7.393e-5,615.419,47.7,1.991,0.024,33.266,26.546,2.24,0.059,1.522e6,0,0.768,0.696,0.697,0.301,0.274,0.12,0.057,0.14,2.216e-4,0,0,0,0,-0.012,2.604e-4,3,7.069,80.459,0.017,6.147,55.616,979.329,1113.024,0.05,0.157
5.441,952.116,63.445,-1.12,63.596,1.12,42.289,-0.002,42.289,-0.002,4.391,0.004,28.61,-80.6,0.998,0.598,-2.716e-8,-0.015,-4.366e-5,615.419,47.7,1.991,0.024,33.187,26.546,2.214,0.058,1.48e6,0,0.727,0.696,0.697,0.301,0.274,0.12,0.097,0.226,-2.513e-4,0,0,0,0,-0.01,2.533e-4,3,7.069,80.168,0.016,5.92,55.605,979.214,1113.011,0.05,0.158
5.491,955.243,61.648,-1.114,61.804,1.114,42.509,-0.001,42.509,-0.002,4.387,7.922e-4,28.61,-80.6,0.998,0.738,-4.396e-8,-0.014,-2.872e-5,615.419,47.7,1.991,0.024,33.142,26.546,2.199,0.056,1.439e6,0,0.687,0.696,0.697,0.301,0.274,0.12,0.121,0.274,3.52e-4,0,0,0,0,-0.009,2.461e-4,3,7.069,79.908,0.015,5.768,55.593,979.102,1112.999,0.05,0.158
5.541,958.281,59.86,-1.109,60.021,1.109,42.728,-0.001,42.728,-0.002,4.391,0.006,28.61,-80.6,0.998,1.016,-4.262e-8,-0.011,-2.262e-5,615.419,47.7,1.991,0.024,33.054,26.546,2.169,0.054,1.397e6,0,0.648,0.696,0.698,0.301,0.274,0.12,0.168,0.371,1.731e-4,0,0,0,0,-0.006,2.39e-4,3,7.069,79.683,0.014,5.412,55.583,978.993,1112.987,0.05,0.159
5.591,961.229,58.081,-1.102,58.248,1.102,42.948,-0.001,42.948,-0.002,4.4,0.004,28.61,-80.6,0.998,0.949,-4.304e-8,-0.009,-1.691e-5,615.419,47.7,1.991,0.024,33.075,26.546,2.176,0.053,1.356e6,0,0.611,0.696,0.698,0.301,0.274,0.12,0.156,0.345,2.828e-4,0,0,0,0,-0.004,2.32e-4,3,7.069,79.501,0.012,5.371,55.572,978.888,1112.975,0.05,0.16
5.641,964.089,56.315,-1.093,56.486,1.093,43.168,-0.001,43.168,-0.002,4.394,0.012,28.61,-80.6,0.998,0.262,-4.585e-8,-0.007,-1.799e-5,615.419,47.7,1.991,0.024,33.296,26.546,2.25,0.051,1.318e6,0,0.576,0.696,0.696,0.301,0.274,0.12,0.042,0.098,4.981e-5,0,0,0,0,-0.003,2.25e-4,3,7.069,79.356,0.011,5.925,55.562,978.786,1112.964,0.05,0.16
5.691,966.861,54.563,-1.086,54.737,1.086,43.387,-0.001,43.387,-0.001,4.366,0.021,28.61,-80.6,0.998,0.211,-4.35e-8,0.007,1.691e-5,615.419,47.7,1.991,0.024,33.313,26.546,2.256,0.05,1.28e6,0,0.543,0.696,0.696,0.301,0.274,0.12,0.034,0.073,1.453e-4,0,0,0,0,0.003,2.18e-4,3,7.069,79.223,0.009,6.23,55.552,978.687,1112.953,0.05,0.161
5.741,969.546,52.821,-1.079,52.998,1.08,43.604,-0.001,43.604,-0.001,4.326,0.028,28.61,-80.6,0.998,0.605,-4.372e-8,0.008,1.783e-5,615.419,47.7,1.991,0.024,33.184,26.546,2.213,0.048,1.241e6,0,0.511,0.696,0.697,0.301,0.274,0.12,0.099,0.214,-4.528e-4,0,0,0,0,0.004,2.111e-4,3,7.069,79.083,0.008,6.443,55.542,978.591,1112.942,0.05,0.161
5.791,972.143,51.09,-1.073,51.269,1.073,43.82,-9.217e-4,43.82,-0.001,4.275,0.036,28.61,-80.6,0.998,1.084,-4.515e-8,0.01,1.927e-5,615.419,47.7,1.991,0.024,33.032,26.546,2.162,0.047,1.203e6,0,0.481,0.696,0.698,0.302,0.274,0.12,0.18,0.382,1.57e-4,0,0,0,0,0.006,2.042e-4,3,7.069,78.922,0.007,6.736,55.533,978.498,1112.932,0.05,0.162
5.841,974.655,49.368,-1.069,49.548,1.069,44.032,-8.302e-4,44.032,-0.001,4.223,0.027,28.61,-80.6,0.998,0.698,-4.365e-8,0.011,2.589e-5,615.419,47.7,1.991,0.024,33.154,26.546,2.203,0.045,1.162e6,0,0.448,0.696,0.697,0.302,0.274,0.12,0.114,0.241,-1.079e-4,0,0,0,0,0.009,1.974e-4,3,7.069,78.731,0.005,6.24,55.524,978.408,1112.922,0.05,0.163
5.891,977.08,47.653,-1.063,47.836,1.063,44.242,-7.395e-4,44.242,-9.577e-4,4.177,0.033,28.61,-80.6,0.998,1.182,-4.77e-8,0.013,2.015e-5,615.419,47.7,1.991,0.024,33.002,26.546,2.152,0.044,1.124e6,0,0.421,0.696,0.699,0.302,0.274,0.12,0.197,0.411,3.678e-4,0,0,0,0,0.012,1.906e-4,3,7.069,78.515,0.005,6.532,55.516,978.321,1112.913,0.05,0.164
5.941,979.42,45.948,-1.057,46.132,1.058,44.449,-6.498e-4,44.449,-8.375e-4,4.117,0.042,28.61,-80.6,0.998,1.838,-3.707e-8,0.015,1.748e-5,615.419,47.7,1.991,0.024,32.804,26.546,2.086,0.042,1.088e6,0,0.396,0.696,0.703,0.302,0.274,0.12,0.313,0.634,-4.685e-4,0,0,0,0,0.018,1.838e-4,3,7.069,78.267,0.004,6.976,55.507,978.238,1112.904,0.05,0.164
5.991,981.675,44.251,-1.054,44.436,1.054,44.654,-5.611e-4,44.654,-7.2e-4,4.055,0.032,28.61,-80.6,0.998,1.361,-4.085e-8,0.017,2.368e-5,615.419,47.7,1.991,0.024,32.947,26.546,2.134,0.041,1.047e6,0,0.365,0.696,0.7,0.302,0.274,0.12,0.228,0.459,-1.375e-4,0,0,0,0,0.026,1.77e-4,3,7.069,77.977,0.003,6.474,55.499,978.157,1112.895,0.05,0.165
6.041,983.845,42.559,-1.049,42.748,1.05,44.855,-4.736e-4,44.855,-6.049e-4,4.006,0.03,28.61,-80.6,0.998,1.381,-4.194e-8,0.019,2.22e-5,615.419,47.7,1.991,0.024,32.94,26.546,2.132,0.039,1.008e6,0,0.339,0.696,0.7,0.302,0.274,0.12,0.231,0.459,1.04e-6,0,0,0,0,0.034,1.703e-4,3,7.069,77.653,0.003,6.39,55.491,978.08,1112.886,0.05,0.166
6.091,985.931,40.875,-1.045,41.066,1.045,45.054,-3.872e-4,45.054,-4.924e-4,3.955,0.033,28.61,-80.6,0.998,1.733,-4.138e-8,0.02,2.013e-5,615.419,47.7,1.991,0.024,32.834,26.546,2.096,0.038,9.713e5,0,0.315,0.696,0.702,0.302,0.274,0.12,0.294,0.572,-8.022e-5,0,0,0,0,0.043,1.636e-4,3,7.069,77.3,0.003,6.565,55.484,978.005,1112.878,0.05,0.167
6.141,987.933,39.198,-1.04,39.392,1.041,45.251,-3.018e-4,45.251,-3.822e-4,3.902,0.034,28.61,-80.6,0.998,1.971,-4.106e-8,0.022,1.954e-5,615.419,47.7,1.991,0.024,32.764,26.546,2.073,0.036,9.34e5,0,0.292,0.696,0.704,0.302,0.274,0.12,0.337,0.643,4.246e-7,0,0,0,0,0.056,1.57e-4,3,7.069,76.914,0.003,6.643,55.477,977.933,1112.87,0.05,0.168
6.191,989.851,37.528,-1.036,37.725,1.036,45.444,-2.175e-4,45.444,-2.742e-4,3.844,0.038,28.61,-80.6,0.998,2.571,-4.444e-8,0.024,1.33e-5,615.419,47.7,1.991,0.024,32.593,26.546,2.016,0.035,8.987e5,0,0.273,0.696,0.709,0.302,0.274,0.12,0.448,0.832,-3.705e-4,0,0,0,0,0.072,1.504e-4,3,7.069,76.492,0.003,6.973,55.47,977.865,1112.862,0.05,0.168
6.241,991.686,35.865,-1.032,36.064,1.033,45.635,-1.341e-4,45.635,-1.684e-4,3.781,0.039,28.61,-80.6,0.998,2.895,-4.223e-8,0.027,1.111e-5,615.419,47.7,1.991,0.024,32.503,26.546,1.986,0.034,8.623e5,0,0.253,0.699,0.715,0.305,0.274,0.12,0.51,0.92,1.763e-4,0,0,0,0,0.094,1.437e-4,3,7.069,76.03,0.003,7.093,55.463,977.799,1112.855,0.05,0.169
6.291,993.438,34.208,-1.029,34.409,1.029,45.822,-5.16e-5,45.822,-6.452e-5,3.718,0.038,28.61,-80.6,0.998,3.071,-4.539e-8,0.029,9.749e-6,615.419,47.7,1.991,0.024,32.455,26.546,1.97,0.032,8.254e5,0,0.234,0.702,0.72,0.307,0.274,0.12,0.545,0.952,4.66e-4,0,0,0,0,0.121,1.372e-4,3,7.069,75.525,0.003,7.097,55.457,977.737,1112.848,0.05,0.17
6.341,995.107,32.556,-1.025,32.761,1.025,46.007,3.015e-5,46.007,3.755e-5,3.654,0.042,28.61,-80.6,0.998,3.76,-4.176e-8,0.031,6.415e-6,615.419,47.7,1.991,0.024,32.273,26.546,1.909,0.031,7.911e5,0,0.218,0.704,0.731,0.31,0.274,0.12,0.682,1.148,1.117e-4,0,0,0,0,0.154,1.306e-4,3,7.069,74.979,0.004,7.416,55.451,977.677,1112.842,0.05,0.17
6.391,996.694,30.911,-1.021,31.118,1.022,46.188,1.113e-4,46.188,1.38e-4,3.587,0.041,28.61,-80.6,0.998,4.059,-4.138e-8,0.034,6.025e-6,615.419,47.7,1.991,0.024,32.197,26.546,1.884,0.029,7.552e5,0,0.2,0.707,0.738,0.313,0.274,0.12,0.743,1.204,3.187e-4,0,0,0,0,0.196,1.241e-4,3,7.069,74.39,0.004,7.462,55.446,977.62,1112.836,0.05,0.171
6.441,998.198,29.269,-1.02,29.481,1.02,46.366,1.918e-4,46.366,2.37e-4,3.526,0.034,28.61,-80.6,0.998,3.597,-4.48e-8,0.036,6.827e-6,615.419,47.7,1.991,0.024,32.315,26.546,1.923,0.028,7.158e5,0,0.179,0.711,0.735,0.316,0.274,0.12,0.649,1.002,2.301e-5,0,0,0,0,0.246,1.176e-4,3,7.069,73.759,0.005,7.033,55.44,977.566,1112.83,0.05,0.171
6.491,999.621,27.631,-1.017,27.848,1.018,46.541,2.72e-4,46.541,3.348e-4,3.475,0.031,28.61,-80.6,0.998,3.704,-3.781e-8,0.038,7.071e-6,615.419,47.7,1.991,0.024,32.287,26.546,1.914,0.027,6.791e5,0,0.163,0.714,0.74,0.32,0.274,0.12,0.671,0.985,4.8e-4,0,0,0,0,0.299,1.111e-4,3,7.069,73.096,0.005,6.915,55.435,977.516,1112.824,0.05,0.172
6.541,1000.961,25.996,-1.015,26.221,1.016,46.713,3.518e-4,46.713,4.315e-4,3.428,0.026,28.61,-80.6,0.998,3.365,-4.955e-8,0.039,7.798e-6,615.419,47.7,1.991,0.024,32.376,26.546,1.944,0.025,6.404e5,0,0.145,0.718,0.74,0.324,0.274,0.12,0.602,0.809,-3.367e-4,0,0,0,0,0.361,1.046e-4,3,7.069,72.405,0.005,6.53,55.43,977.468,1112.819,0.05,0.173
6.591,1002.22,24.363,-1.014,24.598,1.015,46.884,4.314e-4,46.884,5.272e-4,3.393,0.018,28.61,-80.6,0.998,2.417,-4.161e-8,0.04,1.563e-5,615.419,47.7,1.991,0.024,32.636,26.546,2.03,0.023,5.992e5,0,0.126,0.722,0.734,0.328,0.274,0.12,0.419,0.421,8.998e-5,0,0,0,0,0.43,9.816e-5,3,7.069,71.693,0.006,5.824,55.426,977.423,1112.814,0.05,0.173
6.641,1003.398,22.733,-1.012,22.981,1.012,47.052,5.109e-4,47.052,6.221e-4,3.364,0.019,28.61,-80.6,0.998,3.11,-4.06e-8,0.04,9.882e-6,615.419,47.7,1.991,0.024,32.444,26.546,1.966,0.022,5.645e5,0,0.113,0.726,0.746,0.332,0.274,0.12,0.552,0.589,-6.661e-5,0,0,0,0,0.497,9.174e-5,3,7.069,70.971,0.006,5.885,55.422,977.381,1112.809,0.05,0.174
6.691,1004.494,21.109,-1.008,21.37,1.008,47.22,5.903e-4,47.22,7.163e-4,3.329,0.025,28.61,-80.6,0.998,4.757,-4.305e-8,0.041,2.517e-6,615.419,47.7,1.991,0.024,32.025,26.546,1.826,0.021,5.337e5,0,0.105,0.73,0.772,0.336,0.274,0.12,0.89,1.047,-4.619e-4,0,0,0,0,0.58,8.534e-5,3,7.069,70.237,0.007,6.3,55.418,977.341,1112.805,0.05,0.174
6.741,1005.509,19.49,-1.005,19.765,1.005,47.385,6.697e-4,47.385,8.098e-4,3.286,0.028,28.61,-80.6,0.998,6.087,-4.728e-8,0.042,-6.057e-7,615.419,47.7,1.991,0.024,31.719,26.546,1.724,0.02,5.014e5,0,0.096,0.735,0.799,0.341,0.274,0.12,1.186,1.353,-3.005e-4,0,0,0,0,0.693,7.897e-5,3,7.069,69.485,0.007,6.475,55.414,977.305,1112.801,0.05,0.175
6.791,1006.443,17.875,-1.002,18.166,1.003,47.548,7.491e-4,47.548,9.026e-4,3.239,0.03,28.61,-80.6,0.998,7.573,-4.107e-8,0.044,-1.66e-6,615.419,47.7,1.991,0.024,31.407,26.546,1.62,0.018,4.694e5,0,0.087,0.74,0.833,0.346,0.274,0.12,1.541,1.661,3.219e-4,0,0,0,0,0.836,7.263e-5,3,7.069,68.711,0.007,6.613,55.411,977.272,1112.797,0.05,0.175
6.841,1007.296,16.266,-0.999,16.575,0.999,47.709,8.285e-4,47.709,9.949e-4,3.187,0.035,28.61,-80.6,0.998,9.721,-3.959e-8,0.045,-3.501e-6,615.419,47.7,1.991,0.024,31.004,26.546,1.486,0.017,4.402e5,0,0.081,0.744,0.88,0.35,0.274,0.12,2.097,2.107,3.181e-4,0,0,0,0,1.01,6.632e-5,3,7.069,67.915,0.008,6.9,55.408,977.241,1112.794,0.05,0.176
6.891,1008.069,14.661,-0.996,14.991,0.997,47.867,9.079e-4,47.867,0.001,3.13,0.036,28.61,-80.6,0.998,11.356,-4.616e-8,0.046,-4.592e-6,615.419,47.7,1.991,0.024,30.732,26.546,1.395,0.016,4.08e5,0,0.073,0.75,0.917,0.356,0.274,0.12,2.555,2.316,-1.368e-4,0,0,0,0,1.25,6.004e-5,3,7.069,67.094,0.008,6.857,55.405,977.214,1112.791,0.05,0.176
6.941,1008.762,13.059,-0.995,13.416,0.996,48.022,9.872e-4,48.022,0.001,3.074,0.034,28.61,-80.6,0.998,12.63,-4.176e-8,0.048,-4.078e-6,615.419,47.7,1.991,0.024,30.537,26.546,1.331,0.015,3.731e5,0,0.063,0.757,0.947,0.363,0.274,0.12,2.931,2.326,3.676e-4,0,0,0,0,1.575,5.38e-5,3,7.069,66.25,0.008,6.547,55.403,977.189,1112.788,0.05,0.177
6.991,1009.375,11.46,-0.993,11.851,0.993,48.174,0.001,48.174,0.001,3.019,0.035,28.61,-80.6,0.998,14.996,-4.386e-8,0.049,-4.474e-6,615.419,47.7,1.991,0.024,30.212,26.546,1.222,0.013,3.421e5,0,0.055,0.764,0.985,0.37,0.274,0.12,3.675,2.536,-2.196e-4,0,0,0,0,1.956,4.761e-5,3,7.069,65.385,0.009,6.465,55.4,977.167,1112.786,0.05,0.177
7.041,1009.908,9.866,-0.99,10.301,0.99,48.324,0.001,48.324,0.001,2.962,0.036,28.61,-80.6,0.998,18.081,-4.236e-8,0.05,-4.794e-6,615.419,47.7,1.991,0.024,29.849,26.546,1.101,0.012,3.132e5,0,0.047,0.772,1.002,0.378,0.274,0.12,4.73,2.778,8.759e-5,0,0,0,0,2.43,4.149e-5,3,7.069,64.501,0.009,6.426,55.399,977.148,1112.783,0.05,0.178
7.091,1010.362,8.275,-0.988,8.77,0.989,48.471,0.001,48.471,0.001,2.904,0.035,28.61,-80.6,0.998,21.213,-4.026e-8,0.05,-4.338e-6,615.419,47.7,1.991,0.024,29.539,26.546,0.998,0.011,2.823e5,0,0.038,0.781,0.996,0.387,0.274,0.12,5.739,2.038,1.188e-4,0,0,0,0,3.095,3.546e-5,3,7.069,63.601,0.009,6.163,55.397,977.132,1112.782,0.05,0.179
7.141,1010.736,6.689,-0.983,7.269,0.984,48.614,0.001,48.614,0.002,2.844,0.04,28.61,-80.6,0.998,27.607,-4.247e-8,0.051,-5.622e-6,615.419,47.7,1.991,0.024,29.048,26.546,0.834,0.01,2.676e5,0,0.031,0.785,0.915,0.391,0.274,0.12,7.561,-1.025,2.429e-5,0,0,0,0,3.462,2.957e-5,3,7.069,62.692,0.009,6.677,55.396,977.118,1112.78,0.05,0.179
7.191,1011.031,5.11,-0.98,5.816,0.981,48.755,0.001,48.755,0.002,2.777,0.042,28.61,-80.6,0.998,33.388,-4.31e-8,0.05,-5.717e-6,615.419,47.7,1.991,0.024,28.731,26.546,0.729,0.01,2.471e5,0,0.023,0.793,0.804,0.399,0.274,0.12,9.436,-4.08,3.737e-5,0,0,0,0,3.967,2.391e-5,3,7.069,61.787,0.01,6.674,55.395,977.108,1112.779,0.05,0.18
7.241,1011.247,3.536,-0.976,4.453,0.977,48.892,0.001,48.892,0.002,2.708,0.045,28.61,-80.6,0.998,40.371,-4.238e-8,0.049,-5.689e-6,615.419,47.7,1.991,0.024,28.468,26.546,0.641,0.009,2.319e5,0,0.016,0.799,0.639,0.405,0.274,0.12,11.884,-7.543,3.838e-4,0,0,0,0,4.304,1.867e-5,3,7.069,60.897,0.01,6.735,55.394,977.1,1112.778,0.05,0.182
7.291,1011.385,1.963,-0.992,3.291,0.992,49.026,0.002,49.026,0.002,2.641,0.015,28.61,-80.6,0.998,47.965,-4.326e-8,0.047,-5.57e-6,615.419,47.7,1.991,0.024,33.711,26.546,2.389,0.008,2.165e5,0,0.01,0.805,0.454,0.411,0.274,0.12,4.278,-3.219,4.528e-4,0,0,0,0,4.617,1.427e-5,3,7.069,60.031,0.01,6.573,55.393,977.095,1112.778,0.05,0.183
7.341,1011.443,0.368,-0.991,2.644,0.991,49.157,0.002,49.157,0.002,2.618,0.015,28.61,-80.6,0.998,56.913,-4.218e-8,0.047,-5.564e-6,615.419,47.7,1.991,0.024,33.967,26.546,2.474,0.008,2.136e5,0,0.006,0.806,0.258,0.412,0.274,0.12,4.541,-4.676,-4.08e-4,0,0,0,0,4.659,1.196e-5,3,7.069,59.183,0.01,6.662,55.393,977.093,1112.777,0.05,0.184
# Event APOGEE occurred at t=7.391 seconds
