Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Air_density(kg/m^3),cross sectional area(m)
41.3,318.5873232,-9.439656,-0.078,65.687,0.078,-1715.148,0.917,522.7771104,179.969,57.927,0.009,28.61,-80.605,0.998,157.006,-4.201e-07,-0.006,7.603e-06,612.886,130.0,2.105,0.021,37.939,28.454,3.162,0.053,1356000.0,0.0,-0.769,0.696,-0.872,0.301,0.274,0.12,6.216,0.452,0.0003411,0.0,0.0,0.0,0.0,-0.002,0.0002902,3.0,7.069,8.537,-0.113,7.448,56.244,975.954,1113.717,0.05,0.256,1.22264,0.19558
41.35,318.1145784,-9.4768416,-0.073,65.757,0.074,-1718.044,0.922,523.660116,179.969,57.942,0.009,28.61,-80.605,0.998,157.152,-4.149e-07,-0.003,3.48e-06,612.886,130.0,2.105,0.021,37.969,28.454,3.172,0.053,1364000.0,0.0,-0.779,0.696,-0.874,0.301,0.274,0.12,6.176,0.537,0.0003305,0.0,0.0,0.0,0.0,-0.0005697,0.0002904,3.0,7.069,8.625,-0.113,7.147,56.249,976.009,1113.723,0.05,0.256,1.22264,0.19558
41.4,317.6397,-9.5115888,-0.068,65.824,0.069,-1720.942,0.926,524.5431216000001,179.969,57.957,0.01,28.61,-80.605,0.998,157.126,-4.177e-07,-8.039e-05,6.607e-06,612.886,130.0,2.105,0.021,37.964,28.454,3.17,0.054,1367000.0,0.0,-0.782,0.696,-0.873,0.301,0.274,0.12,6.183,0.52,-0.0003403,0.0,0.0,0.0,0.0,-3.33e-07,0.0002907,3.0,7.069,8.655,-0.113,7.089,56.255,976.065,1113.729,0.05,0.257,1.22264,0.19558
41.45,317.16329759999996,-9.5429832,-0.058,65.886,0.059,-1723.84,0.931,525.426432,179.969,57.971,0.008,28.61,-80.605,0.998,157.307,-4.165e-07,0.003,6.718e-06,612.886,130.0,2.105,0.021,38.001,28.454,3.182,0.054,1380000.0,0.0,-0.798,0.696,-0.875,0.301,0.274,0.12,6.134,0.626,3.77e-05,0.0,0.0,0.0,0.0,0.0006149,0.0002909,3.0,7.069,8.625,-0.113,6.512,56.26,976.12,1113.735,0.05,0.257,1.22264,0.19558
41.5,316.68537119999996,-9.5698056,-0.052,65.94,0.052,-1726.739,0.936,526.3100472,179.969,57.985,0.009,28.61,-80.605,0.998,157.026,-4.138e-07,0.007,8.209e-06,612.886,130.0,2.105,0.021,37.943,28.454,3.163,0.054,1376000.0,0.0,-0.792,0.696,-0.872,0.301,0.274,0.12,6.211,0.459,0.000485,0.0,0.0,0.0,0.0,0.002,0.0002911,3.0,7.069,8.53,-0.113,6.76,56.266,976.176,1113.742,0.05,0.258,1.22264,0.19558
41.55,316.2065304,-9.5923608,-0.04,65.986,0.04,-1729.638,0.941,527.1939672,179.969,57.997,0.007,28.61,-80.605,0.998,156.972,-4.157e-07,0.01,7.456e-06,612.886,130.0,2.105,0.021,37.932,28.454,3.159,0.054,1383000.0,0.0,-0.799,0.696,-0.872,0.301,0.274,0.12,6.225,0.425,0.0001996,0.0,0.0,0.0,0.0,0.005,0.0002913,3.0,7.069,8.381,-0.114,6.457,56.272,976.232,1113.748,0.05,0.259,1.22264,0.19558
41.6,315.7264704,-9.6094296,-0.031,66.022,0.031,-1732.539,0.946,528.0778872000001,179.969,58.008,0.006,28.61,-80.605,0.998,156.588,-4.195e-07,0.012,5.006e-06,612.886,130.0,2.105,0.021,37.853,28.454,3.133,0.054,1378000.0,0.0,-0.79,0.696,-0.868,0.301,0.274,0.12,6.331,0.195,-0.0002129,0.0,0.0,0.0,0.0,0.007,0.0002914,3.0,7.069,8.187,-0.114,6.763,56.277,976.289,1113.754,0.05,0.26,1.22264,0.19558
41.65,315.245496,-9.6213168,-0.018,66.048,0.018,-1735.439,0.951,528.9618072000001,179.969,58.016,0.004,28.61,-80.605,0.998,156.444,-4.171e-07,0.013,4.65e-06,612.886,130.0,2.105,0.021,37.823,28.454,3.123,0.054,1383000.0,0.0,-0.794,0.696,-0.866,0.301,0.274,0.12,6.371,0.109,0.0004218,0.0,0.0,0.0,0.0,0.008,0.0002915,3.0,7.069,7.969,-0.114,6.556,56.283,976.345,1113.76,0.05,0.261,1.22264,0.19558
41.7,314.76421680000004,-9.6274128,-0.007,66.061,0.007,-1738.34,0.956,529.846032,179.969,58.02,0.001,28.61,-80.605,0.998,156.233,-4.222e-07,0.013,7.338e-07,612.886,130.0,2.105,0.021,37.779,28.454,3.108,0.054,1385000.0,0.0,-0.793,0.696,-0.864,0.301,0.274,0.12,6.431,-0.018,-0.0002461,0.0,0.0,0.0,0.0,0.008,0.0002916,3.0,7.069,7.74,-0.114,6.492,56.289,976.401,1113.767,0.05,0.262,1.22264,0.19558
41.75,314.2829376,-9.6292416,-7.251e-05,66.065,0.0007621,-1741.241,0.96,530.7302568,179.968,58.022,0.0007587,28.61,-80.605,0.998,155.799,-4.144e-07,0.012,2.673e-06,612.886,130.0,2.105,0.021,37.689,28.454,3.078,0.054,1377000.0,0.0,-0.78,0.696,-0.859,0.301,0.274,0.12,6.553,-0.277,-0.0003707,0.0,0.0,0.0,0.0,0.007,0.0002916,3.0,7.069,7.515,-0.114,6.906,56.294,976.458,1113.773,0.05,0.262,1.22264,0.19558
41.8,313.80135359999997,-9.626803200000001,0.01,66.06,0.01,-1744.142,0.965,531.6147864000001,179.968,58.021,0.002,28.61,-80.605,0.998,155.728,-4.188e-07,0.01,2.513e-06,612.886,130.0,2.105,0.021,37.674,28.454,3.074,0.054,1381000.0,0.0,-0.784,0.696,-0.858,0.301,0.274,0.12,6.573,-0.318,-6.028e-05,0.0,0.0,0.0,0.0,0.005,0.0002916,3.0,7.069,7.317,-0.114,6.662,56.3,976.514,1113.779,0.05,0.263,1.22264,0.19558
41.85,313.3203792,-9.620097600000001,0.017,66.045,0.017,-1747.043,0.97,532.4987064,179.968,58.015,0.005,28.61,-80.605,0.998,155.661,-4.229e-07,0.008,-9.181e-07,612.886,130.0,2.105,0.021,37.66,28.454,3.069,0.054,1384000.0,0.0,-0.787,0.696,-0.857,0.301,0.274,0.12,6.592,-0.356,0.0001682,0.0,0.0,0.0,0.0,0.003,0.0002915,3.0,7.069,7.156,-0.114,6.501,56.306,976.57,1113.785,0.05,0.263,1.22264,0.19558
41.9,312.8394048,-9.6106488,0.021,66.023,0.022,-1749.944,0.975,533.3829312,179.968,58.007,0.006,28.61,-80.605,0.998,155.589,-4.196e-07,0.006,9.118e-07,612.886,130.0,2.105,0.021,37.645,28.454,3.064,0.054,1385000.0,0.0,-0.786,0.696,-0.856,0.301,0.274,0.12,6.613,-0.398,0.000447,0.0,0.0,0.0,0.0,0.002,0.0002914,3.0,7.069,7.035,-0.114,6.444,56.311,976.627,1113.792,0.05,0.263,1.22264,0.19558
41.95,312.3593448,-9.599676,0.024,65.995,0.026,-1752.844,0.98,534.2668512,179.968,57.995,0.008,28.61,-80.605,0.998,155.681,-4.187e-07,0.003,-2.098e-07,612.886,130.0,2.105,0.021,37.665,28.454,3.07,0.054,1390000.0,0.0,-0.793,0.696,-0.857,0.301,0.274,0.12,6.587,-0.342,0.0001941,0.0,0.0,0.0,0.0,0.0005014,0.0002913,3.0,7.069,6.958,-0.114,6.146,56.317,976.683,1113.798,0.05,0.263,1.22264,0.19558
42,311.87958960000003,-9.5880936,0.023,65.965,0.024,-1755.743,0.985,535.1504664,179.968,57.981,0.008,28.61,-80.605,0.998,155.608,-4.2e-07,0.0008605,-2.61e-06,612.886,130.0,2.105,0.021,37.649,28.454,3.065,0.054,1387000.0,0.0,-0.789,0.696,-0.857,0.301,0.274,0.12,6.607,-0.386,-0.0003553,0.0,0.0,0.0,0.0,3.709e-05,0.0002912,3.0,7.069,6.921,-0.114,6.273,56.323,976.739,1113.804,0.05,0.264,1.22264,0.19558
42.05,311.400444,-9.5780352,0.018,65.938,0.019,-1758.642,0.99,536.0340816,179.968,57.969,0.007,28.61,-80.605,0.998,155.46,-4.196e-07,-0.002,3.573e-06,612.886,130.0,2.105,0.021,37.619,28.454,3.055,0.054,1379000.0,0.0,-0.779,0.696,-0.855,0.301,0.274,0.12,6.65,-0.475,-0.0001553,0.0,0.0,0.0,0.0,-0.0001736,0.0002911,3.0,7.069,6.93,-0.114,6.63,56.328,976.795,1113.81,0.05,0.264,1.22264,0.19558
42.1,310.9216032,-9.5698056,0.015,65.915,0.017,-1761.54,0.995,536.9173920000001,179.968,57.957,0.007,28.61,-80.606,0.998,155.595,-4.179e-07,-0.005,4.745e-06,612.886,130.0,2.105,0.021,37.647,28.454,3.064,0.054,1381000.0,0.0,-0.782,0.696,-0.856,0.301,0.274,0.12,6.611,-0.392,-7.892e-05,0.0,0.0,0.0,0.0,-0.001,0.000291,3.0,7.069,6.988,-0.114,6.506,56.334,976.851,1113.817,0.05,0.264,1.22264,0.19558
42.15,310.443372,-9.5634048,0.011,65.895,0.013,-1764.438,1.0,537.8007024000001,179.968,57.946,0.007,28.61,-80.606,0.998,155.798,-4.168e-07,-0.007,4.726e-07,612.886,130.0,2.105,0.021,37.689,28.454,3.078,0.054,1384000.0,0.0,-0.788,0.696,-0.859,0.301,0.274,0.12,6.553,-0.269,-0.0003021,0.0,0.0,0.0,0.0,-0.002,0.0002909,3.0,7.069,7.09,-0.114,6.325,56.34,976.907,1113.823,0.05,0.265,1.22264,0.19558
42.2,309.9654456,-9.560052,0.002,65.883,0.004,-1767.335,1.005,538.683708,179.967,57.937,0.004,28.61,-80.606,0.998,155.745,-4.148e-07,-0.008,2.848e-07,612.886,130.0,2.105,0.021,37.678,28.454,3.075,0.054,1377000.0,0.0,-0.779,0.696,-0.858,0.301,0.274,0.12,6.568,-0.299,-2.834e-05,0.0,0.0,0.0,0.0,-0.004,0.0002909,3.0,7.069,7.226,-0.114,6.715,56.345,976.963,1113.829,0.05,0.265,1.22264,0.19558
