Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.15,2072.832,-55.23,-0.456,57.644,0.753,32.423,0.048,32.423,0.084,16.509,0.6,28.61,-80.6,0.998,156.936,-4.132e-7,0.026,5.458e-6,612.886,130,2.105,0.021,37.925,28.454,3.157,0.051,1.258e6,0,-0.673,0.696,-0.871,0.301,0.274,0.12,6.235,0.37,-2.998e-4,0,0,0,0,0.038,2.322e-4,3,7.069,55.837,0.042,5.675,52.551,940.015,1109.638,0.05,0.072
11.2,2070.052,-55.951,-0.44,58.616,0.746,31.574,0.047,31.574,0.086,17.476,0.603,28.61,-80.6,0.998,157.328,-4.176e-7,0.028,4.617e-6,612.886,130,2.105,0.021,38.005,28.454,3.184,0.052,1.278e6,0,-0.698,0.696,-0.875,0.301,0.274,0.12,6.128,0.595,4.894e-4,0,0,0,0,0.045,2.363e-4,3,7.069,55.354,0.041,5.607,52.561,940.11,1109.649,0.05,0.072
11.25,2067.237,-56.642,-0.418,59.572,0.744,30.675,0.047,30.676,0.088,18.455,0.615,28.61,-80.6,0.998,157.326,-3.96e-7,0.031,5.928e-6,612.886,130,2.105,0.021,38.005,28.454,3.184,0.052,1.297e6,0,-0.718,0.696,-0.875,0.301,0.274,0.12,6.129,0.584,-1.603e-4,0,0,0,0,0.054,2.404e-4,3,7.069,54.817,0.041,5.888,52.571,940.205,1109.66,0.05,0.072
11.3,2064.388,-57.301,-0.4,60.51,0.736,29.728,0.046,29.728,0.089,19.446,0.618,28.61,-80.6,0.998,157.645,-4.171e-7,0.035,3.282e-6,612.886,130,2.105,0.021,38.071,28.454,3.206,0.053,1.317e6,0,-0.743,0.696,-0.879,0.301,0.274,0.12,6.042,0.759,-5.009e-6,0,0,0,0,0.066,2.444e-4,3,7.069,54.217,0.041,5.763,52.581,940.302,1109.671,0.05,0.072
11.35,2061.507,-57.928,-0.379,61.43,0.729,28.731,0.046,28.731,0.091,20.444,0.622,28.61,-80.6,0.998,157.839,-4.222e-7,0.04,5.086e-6,612.886,130,2.105,0.021,38.11,28.454,3.219,0.054,1.336e6,0,-0.767,0.696,-0.88,0.301,0.274,0.12,5.99,0.856,-2.936e-4,0,0,0,0,0.083,2.484e-4,3,7.069,53.538,0.041,5.675,52.591,940.4,1109.683,0.05,0.073
11.4,2058.596,-58.515,-0.35,62.325,0.727,27.683,0.045,27.683,0.094,21.457,0.637,28.61,-80.6,0.998,157.605,-4.058e-7,0.045,7.267e-6,612.886,130,2.105,0.021,38.062,28.454,3.203,0.055,1.353e6,0,-0.785,0.696,-0.878,0.301,0.274,0.12,6.053,0.701,1.851e-4,0,0,0,0,0.101,2.523e-4,3,7.069,52.772,0.041,5.961,52.602,940.499,1109.694,0.05,0.073
11.45,2055.657,-59.061,-0.328,63.195,0.716,26.585,0.045,26.585,0.096,22.481,0.636,28.61,-80.6,0.998,157.913,-4.283e-7,0.05,5.871e-6,612.886,130,2.105,0.021,38.126,28.454,3.224,0.055,1.373e6,0,-0.811,0.696,-0.881,0.301,0.274,0.12,5.97,0.862,3.765e-4,0,0,0,0,0.12,2.561e-4,3,7.069,51.923,0.041,5.553,52.612,940.599,1109.706,0.05,0.073
11.5,2052.691,-59.561,-0.293,64.036,0.714,25.435,0.044,25.435,0.099,23.517,0.652,28.61,-80.6,0.998,157.564,-4.392e-7,0.055,2.541e-6,612.886,130,2.105,0.021,38.054,28.454,3.2,0.056,1.389e6,0,-0.827,0.696,-0.878,0.301,0.274,0.12,6.064,0.637,3.72e-4,0,0,0,0,0.141,2.599e-4,3,7.069,50.982,0.04,5.784,52.623,940.7,1109.718,0.05,0.073
11.55,2049.701,-60.001,-0.253,64.84,0.716,24.233,0.043,24.233,0.102,24.58,0.67,28.61,-80.6,0.998,157.055,-3.836e-7,0.058,4.786e-6,612.886,130,2.105,0.021,37.949,28.454,3.165,0.057,1.403e6,0,-0.839,0.696,-0.873,0.301,0.274,0.12,6.203,0.324,2.329e-5,0,0,0,0,0.155,2.635e-4,3,7.069,49.97,0.04,6.142,52.634,940.801,1109.73,0.05,0.074
11.6,2046.692,-60.378,-0.216,65.607,0.715,22.977,0.043,22.977,0.106,25.667,0.681,28.61,-80.6,0.998,156.713,-4.214e-7,0.059,7.172e-7,612.886,130,2.105,0.021,37.879,28.454,3.142,0.057,1.418e6,0,-0.853,0.696,-0.869,0.301,0.274,0.12,6.297,0.117,7.823e-5,0,0,0,0,0.159,2.669e-4,3,7.069,48.917,0.04,6.288,52.644,940.904,1109.741,0.05,0.074
11.65,2043.665,-60.697,-0.18,66.337,0.711,21.666,0.042,21.666,0.111,26.768,0.688,28.61,-80.6,0.998,156.492,-3.714e-7,0.059,3.514e-6,612.886,130,2.105,0.021,37.833,28.454,3.126,0.058,1.432e6,0,-0.868,0.696,-0.867,0.301,0.274,0.12,6.358,-0.013,4.021e-4,0,0,0,0,0.158,2.703e-4,3,7.069,47.849,0.04,6.293,52.655,941.007,1109.753,0.05,0.074
11.7,2040.623,-60.956,-0.142,67.031,0.712,20.3,0.041,20.3,0.116,27.883,0.697,28.61,-80.6,0.998,156.134,-4.027e-7,0.059,9.686e-7,612.886,130,2.105,0.021,37.759,28.454,3.102,0.058,1.445e6,0,-0.879,0.696,-0.863,0.301,0.274,0.12,6.459,-0.22,1.02e-4,0,0,0,0,0.151,2.735e-4,3,7.069,46.784,0.04,6.48,52.666,941.11,1109.766,0.05,0.074
11.75,2037.57,-61.157,-0.107,67.688,0.71,18.877,0.04,18.877,0.122,29.008,0.702,28.61,-80.6,0.998,155.896,-4.309e-7,0.057,-5.582e-7,612.886,130,2.105,0.021,37.709,28.454,3.085,0.059,1.457e6,0,-0.891,0.696,-0.86,0.301,0.274,0.12,6.526,-0.35,-3.79e-4,0,0,0,0,0.139,2.766e-4,3,7.069,45.746,0.04,6.57,52.677,941.214,1109.778,0.05,0.074
11.8,2034.508,-61.309,-0.082,68.313,0.699,17.399,0.039,17.399,0.129,30.132,0.695,28.61,-80.6,0.998,156.05,-4.558e-7,0.054,-1.366e-6,612.886,130,2.105,0.021,37.741,28.454,3.096,0.059,1.472e6,0,-0.911,0.696,-0.862,0.301,0.274,0.12,6.482,-0.245,1.176e-4,0,0,0,0,0.126,2.796e-4,3,7.069,44.748,0.04,6.224,52.688,941.318,1109.79,0.05,0.075
11.85,2031.44,-61.423,-0.059,68.911,0.687,15.864,0.038,15.864,0.139,31.241,0.685,28.61,-80.6,0.998,156.279,-4.361e-7,0.053,-5.119e-7,612.886,130,2.105,0.021,37.789,28.454,3.112,0.06,1.487e6,0,-0.933,0.696,-0.865,0.301,0.274,0.12,6.418,-0.099,-3.031e-4,0,0,0,0,0.118,2.825e-4,3,7.069,43.781,0.04,5.799,52.699,941.422,1109.802,0.05,0.075
11.9,2028.367,-61.495,-0.031,69.48,0.683,14.275,0.037,14.275,0.15,32.34,0.682,28.61,-80.6,0.998,156.216,-4.365e-7,0.052,1.531e-6,612.886,130,2.105,0.021,37.776,28.454,3.107,0.06,1.499e6,0,-0.947,0.696,-0.864,0.301,0.274,0.12,6.435,-0.132,3.115e-4,0,0,0,0,0.112,2.852e-4,3,7.069,42.83,0.04,5.747,52.71,941.527,1109.814,0.05,0.075
11.95,2025.291,-61.512,0.008,70.017,0.692,12.63,0.036,12.63,0.165,33.446,0.692,28.61,-80.6,0.998,155.603,-3.878e-7,0.05,1.87e-6,612.886,130,2.105,0.021,37.648,28.454,3.065,0.061,1.503e6,0,-0.944,0.696,-0.857,0.301,0.274,0.12,6.609,-0.49,3.958e-4,0,0,0,0,0.102,2.879e-4,3,7.069,41.905,0.039,6.452,52.721,941.631,1109.826,0.05,0.075
12,2022.216,-61.482,0.029,70.526,0.682,10.93,0.035,10.93,0.186,34.551,0.682,28.61,-80.6,0.998,155.741,-4.272e-7,0.047,9.683e-7,612.886,130,2.105,0.021,37.677,28.454,3.074,0.061,1.514e6,0,-0.96,0.696,-0.858,0.301,0.274,0.12,6.57,-0.391,-4.47e-4,0,0,0,0,0.087,2.905e-4,3,7.069,41.037,0.039,6.265,52.732,941.736,1109.839,0.05,0.075
12.05,2019.143,-61.423,0.045,71.013,0.671,9.175,0.034,9.176,0.214,35.638,0.669,28.61,-80.6,0.998,155.961,-3.926e-7,0.044,4.75e-6,612.886,130,2.105,0.021,37.723,28.454,3.09,0.061,1.526e6,0,-0.977,0.696,-0.861,0.301,0.274,0.12,6.507,-0.25,-1.411e-4,0,0,0,0,0.077,2.929e-4,3,7.069,40.221,0.039,6.023,52.743,941.84,1109.851,0.05,0.076
12.1,2016.075,-61.329,0.07,71.478,0.671,7.367,0.033,7.367,0.258,36.714,0.668,28.61,-80.6,0.998,155.724,-4.104e-7,0.042,1.032e-6,612.886,130,2.105,0.021,37.674,28.454,3.073,0.062,1.53e6,0,-0.98,0.696,-0.858,0.301,0.274,0.12,6.575,-0.383,-3.995e-4,0,0,0,0,0.068,2.954e-4,3,7.069,39.447,0.039,6.437,52.754,941.945,1109.863,0.05,0.076
12.15,2013.011,-61.197,0.093,71.923,0.672,5.504,0.032,5.504,0.334,37.786,0.665,28.61,-80.6,0.998,155.501,-4.379e-7,0.038,-5.085e-7,612.886,130,2.105,0.021,37.627,28.454,3.058,0.062,1.534e6,0,-0.982,0.696,-0.855,0.301,0.274,0.12,6.638,-0.506,-4.857e-4,0,0,0,0,0.057,2.977e-4,3,7.069,38.727,0.039,6.91,52.766,942.049,1109.875,0.05,0.076
12.2,2009.955,-61.047,0.095,72.354,0.649,3.588,0.031,3.589,0.493,38.838,0.643,28.61,-80.6,0.998,156.117,-3.977e-7,0.036,2.714e-6,612.886,130,2.105,0.021,37.755,28.454,3.101,0.062,1.548e6,0,-1.008,0.696,-0.863,0.301,0.274,0.121,6.464,-0.128,-1.573e-4,0,0,0,0,0.049,3e-4,3,7.069,38.068,0.039,6.305,52.776,942.153,1109.887,0.05,0.076
12.25,2006.907,-60.883,0.11,72.773,0.645,1.621,0.03,1.621,1.048,39.865,0.635,28.61,-80.6,0.998,156.089,-3.899e-7,0.035,2.921e-6,612.886,130,2.105,0.021,37.75,28.454,3.099,0.063,1.553e6,0,-1.014,0.696,-0.862,0.301,0.274,0.121,6.471,-0.141,-2.273e-4,0,0,0,0,0.046,3.022e-4,3,7.069,37.435,0.039,6.597,52.787,942.256,1109.899,0.05,0.076
12.3,2003.867,-60.71,0.107,73.182,0.618,-0.398,0.028,0.399,175.913,40.865,0.608,28.61,-80.6,0.998,156.922,-4.058e-7,0.036,6.774e-7,612.886,130,2.105,0.021,37.922,28.454,3.156,0.063,1.571e6,0,-1.049,0.696,-0.872,0.301,0.274,0.121,6.239,0.354,7.499e-5,0,0,0,0,0.047,3.044e-4,3,7.069,36.81,0.039,5.647,52.798,942.36,1109.911,0.05,0.077
12.35,2000.836,-60.53,0.118,73.579,0.607,-2.465,0.027,2.465,179.37,41.834,0.596,28.61,-80.6,0.998,157.121,-4.316e-7,0.039,-1.74e-6,612.886,130,2.105,0.021,37.963,28.454,3.17,0.064,1.58e6,0,-1.064,0.696,-0.874,0.301,0.274,0.121,6.185,0.463,9.069e-6,0,0,0,0,0.056,3.065e-4,3,7.069,36.141,0.039,5.489,52.809,942.463,1109.924,0.05,0.077
12.4,1997.814,-60.324,0.138,73.957,0.605,-4.581,0.026,4.581,179.677,42.787,0.589,28.61,-80.6,0.998,156.997,-4.456e-7,0.042,-3.371e-6,612.886,130,2.105,0.021,37.938,28.454,3.161,0.064,1.585e6,0,-1.069,0.696,-0.872,0.301,0.274,0.121,6.219,0.379,-1.891e-4,0,0,0,0,0.066,3.086e-4,3,7.069,35.406,0.039,5.69,52.82,942.566,1109.935,0.05,0.078
12.45,1994.804,-60.088,0.156,74.313,0.598,-6.744,0.024,6.744,179.792,43.725,0.577,28.61,-80.6,0.998,157.089,-4.218e-7,0.046,8.871e-7,612.886,130,2.105,0.021,37.957,28.454,3.168,0.064,1.595e6,0,-1.083,0.696,-0.873,0.301,0.274,0.121,6.194,0.424,3.294e-4,0,0,0,0,0.076,3.105e-4,3,7.069,34.611,0.039,5.475,52.831,942.668,1109.947,0.05,0.078
12.5,1991.806,-59.815,0.184,74.643,0.603,-8.953,0.023,8.953,179.852,44.651,0.574,28.61,-80.6,0.998,156.675,-4.474e-7,0.048,-1.925e-6,612.886,130,2.105,0.021,37.871,28.454,3.139,0.064,1.595e6,0,-1.078,0.696,-0.869,0.301,0.274,0.121,6.308,0.17,-3.711e-4,0,0,0,0,0.085,3.124e-4,3,7.069,33.759,0.039,5.935,52.842,942.77,1109.959,0.05,0.078
12.55,1988.823,-59.505,0.202,74.945,0.594,-11.208,0.022,11.208,179.889,45.562,0.559,28.61,-80.6,0.998,156.797,-3.527e-7,0.05,4.518e-6,612.886,130,2.105,0.021,37.896,28.454,3.148,0.065,1.606e6,0,-1.094,0.696,-0.87,0.301,0.274,0.121,6.274,0.237,-3.775e-4,0,0,0,0,0.09,3.142e-4,3,7.069,32.872,0.039,5.537,52.852,942.871,1109.971,0.05,0.079
12.6,1985.856,-59.158,0.228,75.218,0.596,-13.509,0.02,13.509,179.914,46.454,0.55,28.61,-80.6,0.998,156.552,-3.655e-7,0.052,4.878e-6,612.886,130,2.105,0.021,37.846,28.454,3.131,0.065,1.609e6,0,-1.095,0.696,-0.868,0.301,0.274,0.121,6.342,0.087,5.439e-5,0,0,0,0,0.095,3.158e-4,3,7.069,31.953,0.038,5.649,52.863,942.972,1109.983,0.05,0.079
12.65,1982.908,-58.771,0.252,75.46,0.595,-15.854,0.019,15.854,179.932,47.33,0.538,28.61,-80.6,0.998,156.382,-4.524e-7,0.052,-1.852e-6,612.886,130,2.105,0.021,37.811,28.454,3.119,0.065,1.614e6,0,-1.099,0.696,-0.866,0.301,0.274,0.121,6.389,-0.015,3.966e-4,0,0,0,0,0.095,3.173e-4,3,7.069,31.021,0.038,5.625,52.874,943.072,1109.995,0.05,0.079
12.7,1979.98,-58.345,0.277,75.672,0.596,-18.242,0.017,18.242,179.946,48.188,0.528,28.61,-80.6,0.998,156.122,-3.823e-7,0.051,1.256e-6,612.886,130,2.105,0.021,37.757,28.454,3.101,0.065,1.616e6,0,-1.098,0.696,-0.863,0.301,0.274,0.121,6.462,-0.167,4.765e-4,0,0,0,0,0.092,3.187e-4,3,7.069,30.091,0.038,5.753,52.884,943.172,1110.006,0.05,0.08
12.75,1977.074,-57.879,0.301,75.854,0.599,-20.672,0.016,20.672,179.957,49.029,0.518,28.61,-80.6,0.998,155.736,-4.317e-7,0.049,-4.447e-7,612.886,130,2.105,0.021,37.676,28.454,3.074,0.065,1.613e6,0,-1.089,0.696,-0.858,0.301,0.274,0.121,6.571,-0.39,-9.805e-5,0,0,0,0,0.084,3.2e-4,3,7.069,29.191,0.038,6.135,52.895,943.271,1110.018,0.05,0.08
12.8,1974.192,-57.384,0.314,76.012,0.59,-23.144,0.014,23.144,179.965,49.848,0.5,28.61,-80.6,0.998,155.833,-3.833e-7,0.046,7.949e-7,612.886,130,2.105,0.021,37.697,28.454,3.081,0.065,1.62e6,0,-1.099,0.696,-0.86,0.301,0.274,0.121,6.544,-0.321,-3.996e-4,0,0,0,0,0.073,3.212e-4,3,7.069,28.344,0.038,5.832,52.905,943.369,1110.029,0.05,0.081
12.85,1971.336,-56.866,0.33,76.147,0.589,-25.656,0.013,25.656,179.972,50.643,0.488,28.61,-80.6,0.998,155.557,-4.186e-7,0.042,-6.443e-7,612.886,130,2.105,0.021,37.639,28.454,3.062,0.065,1.616e6,0,-1.09,0.696,-0.856,0.301,0.274,0.121,6.622,-0.477,3.772e-5,0,0,0,0,0.062,3.223e-4,3,7.069,27.554,0.038,6.214,52.915,943.466,1110.041,0.05,0.081
12.9,1968.506,-56.329,0.337,76.265,0.58,-28.208,0.011,28.208,179.978,51.415,0.472,28.61,-80.6,0.998,155.553,-4.212e-7,0.038,-2.787e-6,612.886,130,2.105,0.021,37.638,28.454,3.061,0.065,1.617e6,0,-1.091,0.696,-0.856,0.301,0.274,0.121,6.624,-0.468,-6.549e-5,0,0,0,0,0.051,3.233e-4,3,7.069,26.836,0.038,6.259,52.925,943.562,1110.052,0.05,0.081
12.95,1965.703,-55.785,0.338,76.371,0.566,-30.797,0.009,30.797,179.983,52.159,0.453,28.61,-80.6,0.998,155.741,-4.486e-7,0.034,-4.494e-6,612.886,130,2.105,0.021,37.677,28.454,3.075,0.065,1.621e6,0,-1.099,0.696,-0.858,0.301,0.274,0.121,6.57,-0.346,-4.555e-4,0,0,0,0,0.041,3.243e-4,3,7.069,26.188,0.038,6.084,52.936,943.657,1110.063,0.05,0.082
13,1962.928,-55.24,0.34,76.468,0.554,-33.423,0.008,33.423,179.987,52.876,0.438,28.61,-80.6,0.998,155.749,-4.093e-7,0.031,2.859e-6,612.886,130,2.105,0.021,37.679,28.454,3.075,0.065,1.619e6,0,-1.097,0.696,-0.859,0.301,0.274,0.121,6.568,-0.333,-1.867e-4,0,0,0,0,0.035,3.252e-4,3,7.069,25.597,0.038,6.274,52.945,943.752,1110.074,0.05,0.082
13.05,1960.179,-54.696,0.337,76.558,0.54,-36.085,0.006,36.085,179.991,53.568,0.422,28.61,-80.6,0.998,155.892,-4.248e-7,0.029,3.132e-7,612.886,130,2.105,0.021,37.709,28.454,3.085,0.065,1.62e6,0,-1.1,0.696,-0.86,0.301,0.274,0.121,6.527,-0.242,-1.797e-5,0,0,0,0,0.029,3.26e-4,3,7.069,25.057,0.038,6.295,52.955,943.845,1110.085,0.05,0.083
13.1,1957.458,-54.159,0.331,76.644,0.522,-38.78,0.004,38.78,179.994,54.232,0.404,28.61,-80.6,0.998,156.198,-4.517e-7,0.028,-3.116e-6,612.886,130,2.105,0.021,37.772,28.454,3.106,0.065,1.624e6,0,-1.11,0.696,-0.864,0.301,0.274,0.121,6.441,-0.056,4.545e-4,0,0,0,0,0.026,3.269e-4,3,7.069,24.553,0.038,6.067,52.965,943.938,1110.096,0.05,0.083
13.15,1954.763,-53.633,0.324,76.725,0.502,-41.507,0.002,41.507,179.997,54.865,0.384,28.61,-80.6,0.998,156.675,-3.884e-7,0.028,2.566e-6,612.886,130,2.105,0.021,37.871,28.454,3.139,0.066,1.633e6,0,-1.13,0.696,-0.869,0.301,0.274,0.121,6.308,0.227,-8.397e-6,0,0,0,0,0.028,3.277e-4,3,7.069,24.054,0.038,5.505,52.975,944.029,1110.106,0.05,0.083
13.2,1952.095,-53.109,0.327,76.8,0.498,-44.266,6.97e-4,44.266,179.999,55.476,0.376,28.61,-80.6,0.998,156.348,-4.19e-7,0.029,5.143e-7,612.886,130,2.105,0.021,37.803,28.454,3.117,0.065,1.622e6,0,-1.11,0.696,-0.866,0.301,0.274,0.121,6.399,0.03,-4.478e-4,0,0,0,0,0.03,3.284e-4,3,7.069,23.531,0.038,6.273,52.984,944.12,1110.117,0.05,0.084
13.25,1949.452,-52.583,0.327,76.868,0.487,-47.055,-0.001,47.055,-179.999,56.069,0.361,28.61,-80.6,0.998,156.438,-4.378e-7,0.03,8.127e-7,612.886,130,2.105,0.021,37.822,28.454,3.123,0.065,1.623e6,0,-1.112,0.696,-0.867,0.301,0.274,0.121,6.374,0.082,3.443e-4,0,0,0,0,0.031,3.292e-4,3,7.069,22.997,0.038,6.272,52.994,944.21,1110.127,0.05,0.084
13.3,1946.836,-52.056,0.328,76.928,0.479,-49.872,-0.003,49.872,-179.997,56.64,0.349,28.61,-80.6,0.998,156.345,-4.165e-7,0.03,4.736e-7,612.886,130,2.105,0.021,37.803,28.454,3.116,0.065,1.619e6,0,-1.105,0.696,-0.865,0.301,0.274,0.121,6.399,0.026,-9.52e-5,0,0,0,0,0.033,3.298e-4,3,7.069,22.453,0.038,6.559,53.003,944.299,1110.138,0.05,0.084
13.35,1944.247,-51.527,0.329,76.979,0.47,-52.718,-0.005,52.718,-179.995,57.19,0.335,28.61,-80.6,0.998,156.372,-4.085e-7,0.031,3.507e-6,612.886,130,2.105,0.021,37.809,28.454,3.118,0.065,1.618e6,0,-1.105,0.696,-0.866,0.301,0.274,0.121,6.392,0.041,2.736e-4,0,0,0,0,0.033,3.305e-4,3,7.069,21.902,0.037,6.607,53.013,944.387,1110.148,0.05,0.085
13.4,1941.684,-50.998,0.33,77.02,0.46,-55.591,-0.006,55.591,-179.993,57.718,0.32,28.61,-80.6,0.998,156.504,-3.907e-7,0.031,4.858e-6,612.886,130,2.105,0.021,37.836,28.454,3.127,0.065,1.621e6,0,-1.11,0.696,-0.867,0.301,0.274,0.121,6.355,0.118,-4.22e-4,0,0,0,0,0.035,3.311e-4,3,7.069,21.343,0.037,6.432,53.022,944.474,1110.158,0.05,0.085
13.45,1939.147,-50.466,0.332,77.049,0.451,-58.49,-0.008,58.49,-179.992,58.221,0.306,28.61,-80.6,0.998,156.585,-4.213e-7,0.033,3.71e-6,612.886,130,2.105,0.021,37.852,28.454,3.133,0.065,1.623e6,0,-1.114,0.696,-0.868,0.301,0.274,0.121,6.333,0.164,-4.057e-4,0,0,0,0,0.037,3.316e-4,3,7.069,20.766,0.037,6.292,53.031,944.56,1110.168,0.05,0.085
13.5,1936.637,-49.928,0.336,77.065,0.446,-61.413,-0.01,61.413,-179.991,58.704,0.294,28.61,-80.6,0.998,156.458,-3.873e-7,0.034,6.184e-6,612.886,130,2.105,0.021,37.826,28.454,3.124,0.065,1.62e6,0,-1.107,0.696,-0.867,0.301,0.274,0.121,6.368,0.085,1.032e-4,0,0,0,0,0.04,3.32e-4,3,7.069,20.166,0.037,6.474,53.04,944.645,1110.178,0.05,0.086
13.55,1934.154,-49.385,0.34,77.066,0.439,-64.36,-0.012,64.36,-179.989,59.163,0.278,28.61,-80.6,0.998,156.613,-3.974e-7,0.035,7.472e-6,612.886,130,2.105,0.021,37.858,28.454,3.135,0.065,1.625e6,0,-1.117,0.696,-0.868,0.301,0.274,0.121,6.325,0.175,1.05e-4,0,0,0,0,0.043,3.324e-4,3,7.069,19.548,0.037,6.083,53.049,944.73,1110.188,0.05,0.086
13.6,1931.699,-48.832,0.347,77.052,0.438,-67.329,-0.014,67.329,-179.988,59.602,0.268,28.61,-80.6,0.998,156.199,-3.96e-7,0.035,7.125e-6,612.886,130,2.105,0.021,37.773,28.454,3.106,0.065,1.614e6,0,-1.096,0.696,-0.864,0.301,0.274,0.121,6.44,-0.073,2.108e-4,0,0,0,0,0.044,3.327e-4,3,7.069,18.912,0.037,6.713,53.058,944.813,1110.198,0.05,0.086
13.65,1929.271,-48.271,0.351,77.023,0.433,-70.319,-0.016,70.319,-179.987,60.021,0.253,28.61,-80.6,0.998,156.211,-4.492e-7,0.035,1.074e-6,612.886,130,2.105,0.021,37.775,28.454,3.107,0.065,1.615e6,0,-1.098,0.696,-0.864,0.301,0.274,0.121,6.437,-0.064,-2.23e-4,0,0,0,0,0.043,3.33e-4,3,7.069,18.28,0.037,6.539,53.066,944.896,1110.208,0.05,0.087
13.7,1926.872,-47.703,0.355,76.978,0.427,-73.33,-0.018,73.33,-179.986,60.416,0.238,28.61,-80.6,0.998,156.314,-4.096e-7,0.035,8.283e-6,612.886,130,2.105,0.021,37.796,28.454,3.114,0.065,1.619e6,0,-1.105,0.696,-0.865,0.301,0.274,0.121,6.408,-0.002,-4.013e-4,0,0,0,0,0.042,3.332e-4,3,7.069,17.656,0.036,6.196,53.075,944.977,1110.217,0.05,0.087
13.75,1924.501,-47.129,0.358,76.917,0.422,-76.361,-0.02,76.361,-179.985,60.787,0.224,28.61,-80.6,0.998,156.262,-3.861e-7,0.034,1.111e-5,612.886,130,2.105,0.021,37.786,28.454,3.111,0.065,1.618e6,0,-1.102,0.696,-0.865,0.301,0.274,0.121,6.423,-0.033,2.283e-4,0,0,0,0,0.042,3.333e-4,3,7.069,17.036,0.036,6.137,53.084,945.058,1110.227,0.05,0.087
13.8,1922.159,-46.55,0.361,76.841,0.418,-79.409,-0.022,79.409,-179.984,61.136,0.211,28.61,-80.6,0.998,156.091,-3.921e-7,0.034,9.978e-6,612.886,130,2.105,0.021,37.75,28.454,3.099,0.065,1.613e6,0,-1.092,0.696,-0.863,0.301,0.274,0.121,6.471,-0.133,2.366e-4,0,0,0,0,0.04,3.333e-4,3,7.069,16.422,0.036,6.31,53.092,945.138,1110.236,0.05,0.088
13.85,1919.846,-45.967,0.363,76.753,0.413,-82.474,-0.023,82.474,-179.984,61.465,0.198,28.61,-80.6,0.998,155.981,-4.249e-7,0.032,3.53e-6,612.886,130,2.105,0.021,37.727,28.454,3.091,0.065,1.609e6,0,-1.085,0.696,-0.861,0.301,0.274,0.121,6.502,-0.196,-1.809e-5,0,0,0,0,0.037,3.333e-4,3,7.069,15.829,0.036,6.387,53.1,945.216,1110.245,0.05,0.088
13.9,1917.562,-45.384,0.362,76.653,0.407,-85.555,-0.025,85.555,-179.983,61.773,0.185,28.61,-80.6,0.998,155.879,-4.103e-7,0.03,5.455e-6,612.886,130,2.105,0.021,37.706,28.454,3.084,0.064,1.604e6,0,-1.077,0.696,-0.86,0.301,0.274,0.121,6.531,-0.254,-2.959e-4,0,0,0,0,0.033,3.332e-4,3,7.069,15.266,0.036,6.498,53.109,945.294,1110.254,0.05,0.088
13.95,1915.308,-44.804,0.359,76.545,0.399,-88.651,-0.027,88.651,-179.982,62.062,0.174,28.61,-80.6,0.998,155.712,-4.128e-7,0.028,7.334e-6,612.886,130,2.105,0.021,37.671,28.454,3.072,0.064,1.596e6,0,-1.064,0.696,-0.858,0.301,0.274,0.121,6.578,-0.349,9.905e-6,0,0,0,0,0.028,3.33e-4,3,7.069,14.743,0.035,6.799,53.117,945.371,1110.263,0.05,0.088
14,1913.082,-44.231,0.353,76.431,0.389,-91.761,-0.029,91.761,-179.982,62.333,0.162,28.61,-80.6,0.998,155.664,-4.137e-7,0.025,7.643e-6,612.886,130,2.105,0.021,37.661,28.454,3.069,0.064,1.59e6,0,-1.055,0.696,-0.857,0.301,0.274,0.121,6.592,-0.372,6.536e-5,0,0,0,0,0.022,3.328e-4,3,7.069,14.272,0.035,6.944,53.125,945.446,1110.272,0.05,0.089
14.05,1910.884,-43.668,0.346,76.313,0.377,-94.884,-0.031,94.884,-179.981,62.583,0.149,28.61,-80.6,0.998,155.89,-4.333e-7,0.022,4.184e-6,612.886,130,2.105,0.021,37.708,28.454,3.085,0.064,1.592e6,0,-1.062,0.696,-0.86,0.301,0.274,0.121,6.527,-0.232,6.282e-5,0,0,0,0,0.018,3.326e-4,3,7.069,13.854,0.035,6.615,53.133,945.521,1110.281,0.05,0.089
